date,state,contact_method,age_group,gender,scam_category,scam_type,amount_lost,reports,year,month,month_name,source
2025-01-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,21489.31,65,2025,1,January,NASC
2025-02-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,24.95,48,2025,2,February,NASC
2025-03-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,1115.55,40,2025,3,March,NASC
2025-04-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,167418.95,49,2025,4,April,NASC
2025-05-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,6483.01,42,2025,5,May,NASC
2025-06-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,0.0,35,2025,6,June,NASC
2025-07-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,115489.5,54,2025,7,July,NASC
2025-08-01,New South Wales,Email,65 and over,Male,Buying or selling,False billing,128.0,66,2025,8,August,NASC
2025-01-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,551.6,54,2025,1,January,NASC
2025-02-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,449.99,22,2025,2,February,NASC
2025-03-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,1325.5,44,2025,3,March,NASC
2025-04-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,2200.0,26,2025,4,April,NASC
2025-05-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,0.0,18,2025,5,May,NASC
2025-06-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,1660.0,23,2025,6,June,NASC
2025-07-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,1300.0,35,2025,7,July,NASC
2025-08-01,New South Wales,Email,65 and over,Female,Buying or selling,False billing,0.0,37,2025,8,August,NASC
2025-07-01,New South Wales,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,2,2025,7,July,NASC
2025-01-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,36240.0,9,2025,1,January,NASC
2025-03-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,2,2025,3,March,NASC
2025-04-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,4,April,NASC
2025-06-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,6,June,NASC
2025-07-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,7,July,NASC
2025-08-01,New South Wales,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,8,August,NASC
2025-01-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,353000.0,27,2025,1,January,NASC
2025-02-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,5586.0,39,2025,2,February,NASC
2025-03-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,508034.45,33,2025,3,March,NASC
2025-04-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,0.0,26,2025,4,April,NASC
2025-05-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,510867.25,35,2025,5,May,NASC
2025-06-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,578.77,18,2025,6,June,NASC
2025-07-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,91.0,24,2025,7,July,NASC
2025-08-01,New South Wales,Email,Unspecified,Female,Buying or selling,False billing,11894.0,31,2025,8,August,NASC
2025-01-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,378247.88,20,2025,1,January,NASC
2025-02-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,0.0,28,2025,2,February,NASC
2025-03-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,40314.56,30,2025,3,March,NASC
2025-04-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,4282.03,29,2025,4,April,NASC
2025-05-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,3505.0,43,2025,5,May,NASC
2025-06-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,2000.0,54,2025,6,June,NASC
2025-07-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,29804.99,47,2025,7,July,NASC
2025-08-01,New South Wales,Email,Unspecified,Male,Buying or selling,False billing,187910.94,60,2025,8,August,NASC
2025-01-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,110.68,17,2025,1,January,NASC
2025-02-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,0.0,14,2025,2,February,NASC
2025-03-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,0.0,10,2025,3,March,NASC
2025-04-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,12925.0,14,2025,4,April,NASC
2025-05-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,0.0,10,2025,5,May,NASC
2025-06-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,500.0,11,2025,6,June,NASC
2025-07-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,13922.0,17,2025,7,July,NASC
2025-08-01,New South Wales,Email,55 - 64,Female,Buying or selling,False billing,303.94,19,2025,8,August,NASC
2025-01-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,0.0,17,2025,1,January,NASC
2025-02-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,300.0,21,2025,2,February,NASC
2025-03-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,133866.99,10,2025,3,March,NASC
2025-04-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,10299.0,12,2025,4,April,NASC
2025-05-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,0.0,7,2025,5,May,NASC
2025-06-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,0.0,8,2025,6,June,NASC
2025-07-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,0.0,10,2025,7,July,NASC
2025-08-01,New South Wales,Email,55 - 64,Male,Buying or selling,False billing,17540.0,30,2025,8,August,NASC
2025-01-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,0.0,9,2025,1,January,NASC
2025-02-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,30056.99,7,2025,2,February,NASC
2025-03-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,0.0,8,2025,3,March,NASC
2025-04-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,0.0,4,2025,4,April,NASC
2025-05-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,27995.0,10,2025,5,May,NASC
2025-06-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,0.0,3,2025,6,June,NASC
2025-07-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,130.0,7,2025,7,July,NASC
2025-08-01,New South Wales,Email,45 - 54,Male,Buying or selling,False billing,0.0,8,2025,8,August,NASC
2025-02-01,New South Wales,Email,45 - 54,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,2,February,NASC
2025-01-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,49.99,13,2025,1,January,NASC
2025-02-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,3887.38,14,2025,2,February,NASC
2025-03-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,143.32,12,2025,3,March,NASC
2025-04-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,0.0,20,2025,4,April,NASC
2025-05-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,18637.0,15,2025,5,May,NASC
2025-06-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,108864.5,9,2025,6,June,NASC
2025-07-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,0.0,12,2025,7,July,NASC
2025-08-01,New South Wales,Email,45 - 54,Female,Buying or selling,False billing,15000.0,13,2025,8,August,NASC
2025-01-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,0.0,6,2025,1,January,NASC
2025-02-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,161.35,4,2025,2,February,NASC
2025-03-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,0.0,7,2025,3,March,NASC
2025-04-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,6637.0,11,2025,4,April,NASC
2025-05-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,0.0,5,2025,5,May,NASC
2025-06-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,6500.0,5,2025,6,June,NASC
2025-07-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,0.0,4,2025,7,July,NASC
2025-08-01,New South Wales,Email,35 - 44,Female,Buying or selling,False billing,47.0,6,2025,8,August,NASC
2025-01-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,0.0,3,2025,1,January,NASC
2025-02-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,45.0,8,2025,2,February,NASC
2025-04-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,144232.2,5,2025,4,April,NASC
2025-05-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,43550.0,4,2025,5,May,NASC
2025-06-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,430633.01,4,2025,6,June,NASC
2025-07-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,32000.0,5,2025,7,July,NASC
2025-08-01,New South Wales,Email,35 - 44,Male,Buying or selling,False billing,1020.0,7,2025,8,August,NASC
2025-03-01,New South Wales,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,3,March,NASC
2025-01-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,0.0,2,2025,1,January,NASC
2025-02-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,0.0,3,2025,2,February,NASC
2025-03-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,4750.94,3,2025,3,March,NASC
2025-05-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,2785.06,4,2025,5,May,NASC
2025-06-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,28515.0,3,2025,6,June,NASC
2025-07-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,0.0,5,2025,7,July,NASC
2025-08-01,New South Wales,Email,25 - 34,Male,Buying or selling,False billing,37557.47,7,2025,8,August,NASC
2025-01-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,770.0,5,2025,1,January,NASC
2025-02-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,1000.0,5,2025,2,February,NASC
2025-03-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,0.0,4,2025,3,March,NASC
2025-04-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,0.0,8,2025,4,April,NASC
2025-05-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,2500.0,4,2025,5,May,NASC
2025-06-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,1531.8,2,2025,6,June,NASC
2025-07-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,3000.0,3,2025,7,July,NASC
2025-08-01,New South Wales,Email,25 - 34,Female,Buying or selling,False billing,2000.0,5,2025,8,August,NASC
2025-01-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,0.0,2,2025,1,January,NASC
2025-02-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,3160.0,2,2025,2,February,NASC
2025-03-01,New South Wales,Email,18 - 24,Male,Buying or selling,False billing,0.0,1,2025,3,March,NASC
2025-03-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,0.0,2,2025,3,March,NASC
2025-04-01,New South Wales,Email,18 - 24,Male,Buying or selling,False billing,358.19,2,2025,4,April,NASC
2025-04-01,New South Wales,Email,Under 18,Male,Buying or selling,False billing,0.0,1,2025,4,April,NASC
2025-04-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,64.06,2,2025,4,April,NASC
2025-05-01,New South Wales,Email,18 - 24,Male,Buying or selling,False billing,0.0,1,2025,5,May,NASC
2025-05-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,376.31,4,2025,5,May,NASC
2025-06-01,New South Wales,Email,18 - 24,Male,Buying or selling,False billing,2370.0,2,2025,6,June,NASC
2025-06-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,0.0,1,2025,6,June,NASC
2025-07-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,37.9,7,2025,7,July,NASC
2025-08-01,New South Wales,Email,18 - 24,Female,Buying or selling,False billing,2600.0,2,2025,8,August,NASC
2025-02-01,Victoria,Email,18 - 24,Male,Buying or selling,False billing,0.0,2,2025,2,February,NASC
2025-02-01,Victoria,Email,18 - 24,Female,Buying or selling,False billing,99.0,2,2025,2,February,NASC
2025-03-01,Victoria,Email,18 - 24,Female,Buying or selling,False billing,0.0,2,2025,3,March,NASC
2025-04-01,Victoria,Email,18 - 24,Male,Buying or selling,False billing,1400.0,2,2025,4,April,NASC
2025-05-01,Victoria,Email,18 - 24,Female,Buying or selling,False billing,0.0,2,2025,5,May,NASC
2025-06-01,Victoria,Email,18 - 24,Male,Buying or selling,False billing,0.0,2,2025,6,June,NASC
2025-06-01,Victoria,Email,Under 18,Female,Buying or selling,False billing,0.0,1,2025,6,June,NASC
2025-07-01,Victoria,Email,18 - 24,Female,Buying or selling,False billing,0.0,3,2025,7,July,NASC
2025-07-01,Victoria,Email,18 - 24,Male,Buying or selling,False billing,0.0,1,2025,7,July,NASC
2025-08-01,Victoria,Email,18 - 24,Female,Buying or selling,False billing,0.0,1,2025,8,August,NASC
2025-01-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,3904.99,6,2025,1,January,NASC
2025-02-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,0.0,5,2025,2,February,NASC
2025-02-01,Victoria,Email,25 - 34,Male,Buying or selling,False billing,0.0,1,2025,2,February,NASC
2025-03-01,Victoria,Email,25 - 34,Male,Buying or selling,False billing,0.0,1,2025,3,March,NASC
2025-03-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,32.98,6,2025,3,March,NASC
2025-04-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,45688.07,7,2025,4,April,NASC
2025-05-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,1020.0,3,2025,5,May,NASC
2025-06-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,9517.2,6,2025,6,June,NASC
2025-06-01,Victoria,Email,25 - 34,Male,Buying or selling,False billing,0.0,1,2025,6,June,NASC
2025-07-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,935.0,9,2025,7,July,NASC
2025-07-01,Victoria,Email,25 - 34,Male,Buying or selling,False billing,0.0,3,2025,7,July,NASC
2025-08-01,Victoria,Email,25 - 34,Male,Buying or selling,False billing,0.0,6,2025,8,August,NASC
2025-08-01,Victoria,Email,25 - 34,Female,Buying or selling,False billing,0.0,4,2025,8,August,NASC
2025-06-01,Victoria,Email,35 - 44,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,6,June,NASC
2025-01-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,0.0,2,2025,1,January,NASC
2025-02-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,0.0,5,2025,2,February,NASC
2025-03-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,143468.27,6,2025,3,March,NASC
2025-04-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,90.0,7,2025,4,April,NASC
2025-05-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,28.95,3,2025,5,May,NASC
2025-06-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,2299.61,9,2025,6,June,NASC
2025-07-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,0.0,2,2025,7,July,NASC
2025-08-01,Victoria,Email,35 - 44,Female,Buying or selling,False billing,28.95,11,2025,8,August,NASC
2025-01-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,116003.45,8,2025,1,January,NASC
2025-02-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,601.57,3,2025,2,February,NASC
2025-03-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,0.0,8,2025,3,March,NASC
2025-04-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,0.0,3,2025,4,April,NASC
2025-05-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,378319.54,8,2025,5,May,NASC
2025-06-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,6000.0,5,2025,6,June,NASC
2025-07-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,770.0,6,2025,7,July,NASC
2025-08-01,Victoria,Email,35 - 44,Male,Buying or selling,False billing,1400.0,6,2025,8,August,NASC
2025-01-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,0.0,13,2025,1,January,NASC
2025-02-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,2500829.95,15,2025,2,February,NASC
2025-03-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,49309.87,9,2025,3,March,NASC
2025-04-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,50.0,8,2025,4,April,NASC
2025-05-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,2000.0,3,2025,5,May,NASC
2025-06-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,0.0,7,2025,6,June,NASC
2025-07-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,169.98,13,2025,7,July,NASC
2025-08-01,Victoria,Email,45 - 54,Male,Buying or selling,False billing,0.0,9,2025,8,August,NASC
2025-01-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,0.0,14,2025,1,January,NASC
2025-02-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,449.99,10,2025,2,February,NASC
2025-03-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,0.0,5,2025,3,March,NASC
2025-04-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,414.14,7,2025,4,April,NASC
2025-05-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,41374.0,6,2025,5,May,NASC
2025-06-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,20659.93,6,2025,6,June,NASC
2025-07-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,131725.0,11,2025,7,July,NASC
2025-08-01,Victoria,Email,45 - 54,Female,Buying or selling,False billing,599.9,12,2025,8,August,NASC
2025-01-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,9.99,13,2025,1,January,NASC
2025-02-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,20000.0,14,2025,2,February,NASC
2025-03-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,5417.0,15,2025,3,March,NASC
2025-04-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,0.0,7,2025,4,April,NASC
2025-05-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,0.0,6,2025,5,May,NASC
2025-06-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,0.0,4,2025,6,June,NASC
2025-07-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,42.95,9,2025,7,July,NASC
2025-08-01,Victoria,Email,55 - 64,Female,Buying or selling,False billing,2200.0,11,2025,8,August,NASC
2025-03-01,Victoria,Email,55 - 64,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,3,March,NASC
2025-01-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,0.0,21,2025,1,January,NASC
2025-02-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,35783.0,14,2025,2,February,NASC
2025-03-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,5027.0,7,2025,3,March,NASC
2025-04-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,62.27,9,2025,4,April,NASC
2025-05-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,1980.0,9,2025,5,May,NASC
2025-06-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,0.0,10,2025,6,June,NASC
2025-07-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,0.0,11,2025,7,July,NASC
2025-08-01,Victoria,Email,55 - 64,Male,Buying or selling,False billing,150.0,10,2025,8,August,NASC
2025-01-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,0.0,23,2025,1,January,NASC
2025-02-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,0.0,18,2025,2,February,NASC
2025-03-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,59411.0,17,2025,3,March,NASC
2025-04-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,0.0,15,2025,4,April,NASC
2025-05-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,59364.0,16,2025,5,May,NASC
2025-06-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,500.0,16,2025,6,June,NASC
2025-07-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,640.0,30,2025,7,July,NASC
2025-08-01,Victoria,Email,Unspecified,Male,Buying or selling,False billing,7330.79,21,2025,8,August,NASC
2025-01-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,1,January,NASC
2025-02-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,2,2025,2,February,NASC
2025-03-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,4,2025,3,March,NASC
2025-04-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,4,April,NASC
2025-06-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,6,June,NASC
2025-07-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,3,2025,7,July,NASC
2025-08-01,Victoria,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,4,2025,8,August,NASC
2025-01-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,4209.0,22,2025,1,January,NASC
2025-02-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,165745.46,28,2025,2,February,NASC
2025-03-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,348.41,26,2025,3,March,NASC
2025-04-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,0.0,24,2025,4,April,NASC
2025-05-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,0.0,11,2025,5,May,NASC
2025-06-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,350.0,15,2025,6,June,NASC
2025-07-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,155728.47,44,2025,7,July,NASC
2025-08-01,Victoria,Email,Unspecified,Female,Buying or selling,False billing,4000.0,47,2025,8,August,NASC
2025-01-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,0.0,19,2025,1,January,NASC
2025-02-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,0.0,17,2025,2,February,NASC
2025-03-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,0.0,24,2025,3,March,NASC
2025-04-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,7980.0,18,2025,4,April,NASC
2025-05-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,0.0,12,2025,5,May,NASC
2025-06-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,6095.4,11,2025,6,June,NASC
2025-07-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,0.0,18,2025,7,July,NASC
2025-08-01,Victoria,Email,65 and over,Female,Buying or selling,False billing,36.0,16,2025,8,August,NASC
2025-01-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,69.0,41,2025,1,January,NASC
2025-02-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,0.0,29,2025,2,February,NASC
2025-03-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,2643.0,39,2025,3,March,NASC
2025-04-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,20000.0,30,2025,4,April,NASC
2025-05-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,86416.0,28,2025,5,May,NASC
2025-06-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,1423.1,30,2025,6,June,NASC
2025-07-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,3645.49,39,2025,7,July,NASC
2025-08-01,Victoria,Email,65 and over,Male,Buying or selling,False billing,0.0,41,2025,8,August,NASC
2025-01-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,2000.0,39,2025,1,January,NASC
2025-02-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,4238.35,28,2025,2,February,NASC
2025-03-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,129.0,39,2025,3,March,NASC
2025-04-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,150236.72,44,2025,4,April,NASC
2025-05-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,0.0,31,2025,5,May,NASC
2025-06-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,398.0,26,2025,6,June,NASC
2025-07-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,429.0,49,2025,7,July,NASC
2025-08-01,Queensland,Email,65 and over,Male,Buying or selling,False billing,17771.77,47,2025,8,August,NASC
2025-01-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,129.0,27,2025,1,January,NASC
2025-02-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,1517.9,23,2025,2,February,NASC
2025-03-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,0.0,26,2025,3,March,NASC
2025-04-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,0.0,20,2025,4,April,NASC
2025-05-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,359.99,19,2025,5,May,NASC
2025-06-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,0.0,15,2025,6,June,NASC
2025-07-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,921.06,29,2025,7,July,NASC
2025-08-01,Queensland,Email,65 and over,Female,Buying or selling,False billing,700.0,26,2025,8,August,NASC
2025-02-01,Queensland,Email,65 and over,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,2,February,NASC
2025-02-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,2,February,NASC
2025-03-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,3,March,NASC
2025-04-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,1,2025,4,April,NASC
2025-07-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,0.0,2,2025,7,July,NASC
2025-08-01,Queensland,Email,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying or selling,False billing,35495.0,3,2025,8,August,NASC
2025-01-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,40050.0,15,2025,1,January,NASC
2025-02-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,140.0,17,2025,2,February,NASC
2025-03-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,42369.74,21,2025,3,March,NASC
2025-04-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,1017.0,18,2025,4,April,NASC
2025-05-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,0.0,20,2025,5,May,NASC
2025-06-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,45.78,24,2025,6,June,NASC
2025-07-01,Queensland,Email,Unspecified,Male,Buying or selling,False billing,0.0,37,2025,7,July,NASC
